material_id,material_name,material_original_price,material_optimized_price,material_type,material_subtype,specialty,procedure_id,procedure_name,procedure_original_cost,procedure_optimized_cost,price_source,surgeon_fullname,surgeon_specific_action
77826,skin clips,44.74,43.74,DISPOSABLE,SUTURES,,1629,EVD,954.48,900.48,historical,unknown,DEFAULT
78002,craniotomy drape,1.56,1.56,DISPOSABLE,DRAPING,,1629,EVD,954.48,900.48,historical,unknown,DEFAULT
77811,neuro set up,34.7,34.7,INSTRUMENT,missing,,1629,EVD,954.48,900.48,historical,unknown,DEFAULT
77812,neuro bipolars,43.7,35.7,INSTRUMENT,missing,,1629,EVD,954.48,900.48,historical,unknown,DEFAULT
78049,perforator drill piece,19.91,19.91,DISPOSABLE,OTHER_DISPOSABLES,,1629,EVD,954.48,900.48,historical,unknown,DEFAULT
77821,blade 15,14.99,11.99,DISPOSABLE,OTHER_DISPOSABLES,,1629,EVD,954.48,900.48,historical,unknown,DEFAULT
78539,green evd pathway,149.74,142.74,DISPOSABLE,OTHER_DISPOSABLES,,1629,EVD,954.48,900.48,historical,unknown,DEFAULT
78441,ethilon 3-0,63.32,59.32,DISPOSABLE,SUTURES,,1629,EVD,954.48,900.48,historical,unknown,DEFAULT
77953,headlights,447.07,447.07,OTHER,DEVICE,,1745,Excision BCC or Lesion,2007.6499999999999,1984.65,historical,unknown,DEFAULT
78367,pds 5-0,52.98,52.98,DISPOSABLE,SUTURES,,1745,Excision BCC or Lesion,2007.6499999999999,1984.65,historical,unknown,DEFAULT
78362,pds 4-0,56.48,56.48,DISPOSABLE,SUTURES,,1745,Excision BCC or Lesion,2007.6499999999999,1984.65,historical,unknown,DEFAULT
78246,soft tissue tray,131.1,129.1,INSTRUMENT,missing,,1745,Excision BCC or Lesion,2007.6499999999999,1984.65,historical,unknown,DEFAULT
78115,vicryl rapide 5-0,59.98,55.98,DISPOSABLE,SUTURES,,1745,Excision BCC or Lesion,2007.6499999999999,1984.65,historical,unknown,DEFAULT
78496,bactroban ointment,25.99,21.99,DISPOSABLE,OTHER_DISPOSABLES,,1745,Excision BCC or Lesion,2007.6499999999999,1984.65,historical,unknown,DEFAULT
77831,diathermy machine,446.07,446.07,OTHER,DEVICE,,1745,Excision BCC or Lesion,2007.6499999999999,1984.65,historical,unknown,DEFAULT
78116,vicryl rapide 6-0,45.74,43.74,DISPOSABLE,SUTURES,,1745,Excision BCC or Lesion,2007.6499999999999,1984.65,historical,unknown,DEFAULT
78935,hand instruments tray,145.41,143.41,INSTRUMENT,missing,,1745,Excision BCC or Lesion,2007.6499999999999,1984.65,historical,unknown,DEFAULT
77963,suction device,445.07,445.07,OTHER,DEVICE,,1745,Excision BCC or Lesion,2007.6499999999999,1984.65,historical,unknown,DEFAULT
78113,vicryl rapide 4-0,41.74,41.74,DISPOSABLE,SUTURES,,1745,Excision BCC or Lesion,2007.6499999999999,1984.65,historical,unknown,DEFAULT
77949,silk suture 2-0,59.38,54.38,DISPOSABLE,SUTURES,,1745,Excision BCC or Lesion,2007.6499999999999,1984.65,historical,unknown,DEFAULT
78108,soft tissue pack,33.61,30.61,DISPOSABLE,DRAPING,,1745,Excision BCC or Lesion,2007.6499999999999,1984.65,historical,unknown,DEFAULT
77829,aqueous betadine,17.03,16.03,DISPOSABLE,LIQUIDS_MEDICINES,,1745,Excision BCC or Lesion,2007.6499999999999,1984.65,historical,unknown,DEFAULT
77943,receivers and gallipots,10.99,7.99,DISPOSABLE,OTHER_DISPOSABLES,,1785,Tracheostomy,2315.49,2251.489999999999,historical,unknown,DEFAULT
77814,large drape,29.4,29.4,DISPOSABLE,DRAPING,,1785,Tracheostomy,2315.49,2251.489999999999,historical,unknown,DEFAULT
77820,10 blade,11.99,7.99,DISPOSABLE,OTHER_DISPOSABLES,,1785,Tracheostomy,2315.49,2251.489999999999,historical,unknown,DEFAULT
77950,fibre-optic bronchoscope swivel connector,11.99,11.99,DISPOSABLE,OTHER_DISPOSABLES,,1785,Tracheostomy,2315.49,2251.489999999999,historical,unknown,DEFAULT
77946,marker pen,13.99,9.99,DISPOSABLE,OTHER_DISPOSABLES,,1785,Tracheostomy,2315.49,2251.489999999999,historical,unknown,DEFAULT
77852,4x4 pack,13.99,11.99,DISPOSABLE,OTHER_DISPOSABLES,,1785,Tracheostomy,2315.49,2251.489999999999,historical,unknown,DEFAULT
77823,2-0 vicryl,57.0,55.0,DISPOSABLE,SUTURES,,1785,Tracheostomy,2315.49,2251.489999999999,historical,unknown,DEFAULT
77951,tracheostomy dressing,22.91,22.91,DISPOSABLE,WOUNDCARE,,1785,Tracheostomy,2315.49,2251.489999999999,historical,unknown,DEFAULT
78109,lignospan cartridges,16.03,12.03,DISPOSABLE,LIQUIDS_MEDICINES,,1785,Tracheostomy,2315.49,2251.489999999999,historical,unknown,DEFAULT
77949,2-0 silk suture,43.74,43.74,DISPOSABLE,SUTURES,,1785,Tracheostomy,2315.49,2251.489999999999,historical,unknown,DEFAULT
77815,small drapes,6.99,5.99,DISPOSABLE,DRAPING,,1785,Tracheostomy,2315.49,2251.489999999999,historical,unknown,DEFAULT
77963,suction device,445.07,445.07,OTHER,DEVICE,,1785,Tracheostomy,2315.49,2251.489999999999,historical,unknown,DEFAULT
77817,9 fraiser sucker,18.31,18.31,DISPOSABLE,OTHER_DISPOSABLES,,1785,Tracheostomy,2315.49,2251.489999999999,historical,unknown,DEFAULT
77855,suction tubing,8.99,8.99,DISPOSABLE,OTHER_DISPOSABLES,,1785,Tracheostomy,2315.49,2251.489999999999,historical,unknown,DEFAULT
78865,trachey trolley,446.07,446.07,OTHER,DEVICE,,1785,Tracheostomy,2315.49,2251.489999999999,historical,unknown,DEFAULT
77953,headlights,447.07,447.07,OTHER,DEVICE,,1785,Tracheostomy,2315.49,2251.489999999999,historical,unknown,DEFAULT
77850,dental needle,14.99,11.99,DISPOSABLE,OTHER_DISPOSABLES,,1785,Tracheostomy,2315.49,2251.489999999999,historical,unknown,DEFAULT
77942,sharps box,11.99,6.99,DISPOSABLE,OTHER_DISPOSABLES,,1785,Tracheostomy,2315.49,2251.489999999999,historical,unknown,DEFAULT
78067,trolley cover,44.27,38.27,DISPOSABLE,DRAPING,,1785,Tracheostomy,2315.49,2251.489999999999,historical,unknown,DEFAULT
77944,light handles,12.99,11.99,DISPOSABLE,OTHER_DISPOSABLES,,1785,Tracheostomy,2315.49,2251.489999999999,historical,unknown,DEFAULT
77940,fluroscope drape,39.27,39.27,DISPOSABLE,DRAPING,,1785,Tracheostomy,2315.49,2251.489999999999,historical,unknown,DEFAULT
77941,11 blade,11.99,7.99,DISPOSABLE,OTHER_DISPOSABLES,,1785,Tracheostomy,2315.49,2251.489999999999,historical,unknown,DEFAULT
77831,diathermy machine,446.07,446.07,OTHER,DEVICE,,1785,Tracheostomy,2315.49,2251.489999999999,historical,unknown,DEFAULT
77939,tracheostomy tray,67.18,63.18,INSTRUMENT,missing,,1785,Tracheostomy,2315.49,2251.489999999999,historical,unknown,DEFAULT
77948,black bronchial suction catheter,11.99,7.99,DISPOSABLE,OTHER_DISPOSABLES,,1785,Tracheostomy,2315.49,2251.489999999999,historical,unknown,DEFAULT
77849,dental syringe,15.99,8.99,DISPOSABLE,OTHER_DISPOSABLES,,1785,Tracheostomy,2315.49,2251.489999999999,historical,unknown,DEFAULT
77947,aquagel,13.25,5.25,DISPOSABLE,LIQUIDS_MEDICINES,,1785,Tracheostomy,2315.49,2251.489999999999,historical,unknown,DEFAULT
77952,tracheostomy tube holder,8.99,8.99,DISPOSABLE,OTHER_DISPOSABLES,,1785,Tracheostomy,2315.49,2251.489999999999,historical,unknown,DEFAULT
77945,syringe 20ml,11.99,9.99,DISPOSABLE,OTHER_DISPOSABLES,,1785,Tracheostomy,2315.49,2251.489999999999,historical,unknown,DEFAULT
77848,bowl pack,10.99,9.99,DISPOSABLE,OTHER_DISPOSABLES,,1876,Baha Procedure,4122.66,2028.6999999999998,historical,unknown,DEFAULT
77944,light handle,16.99,11.99,DISPOSABLE,OTHER_DISPOSABLES,,1876,Baha Procedure,4122.66,2028.6999999999998,historical,unknown,DEFAULT
77946,marker pen,13.99,9.99,DISPOSABLE,OTHER_DISPOSABLES,,1876,Baha Procedure,4122.66,2028.6999999999998,historical,unknown,DEFAULT
77852,4x4 pack,13.99,11.99,DISPOSABLE,OTHER_DISPOSABLES,,1876,Baha Procedure,4122.66,2028.6999999999998,historical,unknown,DEFAULT
78109,lignospan cartridges,16.03,12.03,DISPOSABLE,LIQUIDS_MEDICINES,,1876,Baha Procedure,4122.66,2028.6999999999998,historical,unknown,DEFAULT
78290,baha complete tray,52.46,52.46,INSTRUMENT,missing,,1876,Baha Procedure,4122.66,2028.6999999999998,historical,unknown,DEFAULT
77815,small drapes,6.99,5.99,DISPOSABLE,DRAPING,,1876,Baha Procedure,4122.66,2028.6999999999998,historical,unknown,DEFAULT
77963,suction device,445.07,445.07,OTHER,DEVICE,,1876,Baha Procedure,4122.66,2028.6999999999998,historical,unknown,DEFAULT
77863,bag normal saline 500ml,13.83,13.83,DISPOSABLE,LIQUIDS_MEDICINES,,1876,Baha Procedure,4122.66,2028.6999999999998,historical,unknown,DEFAULT
77855,suction tubing,8.99,8.99,DISPOSABLE,OTHER_DISPOSABLES,,1876,Baha Procedure,4122.66,2028.6999999999998,historical,unknown,DEFAULT
78307,baha healing cap,11.09,11.09,DISPOSABLE,OTHER_DISPOSABLES,,1876,Baha Procedure,4122.66,2028.6999999999998,historical,unknown,DEFAULT
78298,green irrigation tubing,7.09,7.09,DISPOSABLE,OTHER_DISPOSABLES,,1876,Baha Procedure,4122.66,2028.6999999999998,historical,unknown,DEFAULT
77850,dental needle,14.99,11.99,DISPOSABLE,OTHER_DISPOSABLES,,1876,Baha Procedure,4122.66,2028.6999999999998,historical,unknown,DEFAULT
77830,microscope,434.18,430.18,OTHER,DEVICE,,1876,Baha Procedure,4122.66,2028.6999999999998,historical,unknown,DEFAULT
78305,baha widening drill,12.09,12.09,DISPOSABLE,OTHER_DISPOSABLES,,1876,Baha Procedure,4122.66,2028.6999999999998,historical,unknown,DEFAULT
77814,large drapes,2.99,1.99,DISPOSABLE,DRAPING,,1876,Baha Procedure,4122.66,2028.6999999999998,historical,unknown,DEFAULT
78294,drill console,452.07,449.07,OTHER,DEVICE,,1876,Baha Procedure,4122.66,2028.6999999999998,historical,unknown,DEFAULT
78303,baha guide drill,12.09,9.09,DISPOSABLE,OTHER_DISPOSABLES,,1876,Baha Procedure,4122.66,2028.6999999999998,historical,unknown,DEFAULT
78113,4-0 vicryl rapide,43.74,39.74,DISPOSABLE,SUTURES,,1876,Baha Procedure,4122.66,2028.6999999999998,historical,Rohini Aggarwal,DEFAULT
77831,diathermy machine,446.07,446.07,OTHER,DEVICE,,1876,Baha Procedure,4122.66,2028.6999999999998,historical,unknown,DEFAULT
77942,sharps box,11.99,6.99,DISPOSABLE,OTHER_DISPOSABLES,,1876,Baha Procedure,4122.66,2028.6999999999998,historical,unknown,DEFAULT
77849,dental syringe,15.99,8.99,DISPOSABLE,OTHER_DISPOSABLES,,1876,Baha Procedure,4122.66,2028.6999999999998,historical,unknown,DEFAULT
77821,blade 15,14.99,11.99,DISPOSABLE,OTHER_DISPOSABLES,,1876,Baha Procedure,4122.66,2028.6999999999998,historical,unknown,DEFAULT
77852,pack 4x4,13.99,7.99,DISPOSABLE,OTHER_DISPOSABLES,,1878,Endoscopic Sinus Surgery Ethmoidectomy Sphenoidectomy,16662.89,4101.969999999999,historical,unknown,DEFAULT
78166,endoscrub 0 degree,77.37,77.37,DISPOSABLE,OTHER_DISPOSABLES,,1878,Endoscopic Sinus Surgery Ethmoidectomy Sphenoidectomy,16662.89,4101.969999999999,historical,unknown,DEFAULT
78520,ent stealth machine,449.07,449.07,OTHER,DEVICE,,1878,Endoscopic Sinus Surgery Ethmoidectomy Sphenoidectomy,16662.89,4101.969999999999,historical,unknown,DEFAULT
77848,bowl pack,10.99,9.99,DISPOSABLE,OTHER_DISPOSABLES,,1878,Endoscopic Sinus Surgery Ethmoidectomy Sphenoidectomy,16662.89,4101.969999999999,historical,unknown,DEFAULT
77944,light handle,16.99,11.99,DISPOSABLE,OTHER_DISPOSABLES,,1878,Endoscopic Sinus Surgery Ethmoidectomy Sphenoidectomy,16662.89,4101.969999999999,historical,unknown,DEFAULT
78156,instrument pouch,82.37,82.37,DISPOSABLE,OTHER_DISPOSABLES,,1878,Endoscopic Sinus Surgery Ethmoidectomy Sphenoidectomy,16662.89,4101.969999999999,historical,unknown,DEFAULT
77870,medtronic m4/m5 microdebrider,64.68,61.68,INSTRUMENT,missing,,1878,Endoscopic Sinus Surgery Ethmoidectomy Sphenoidectomy,16662.89,4101.969999999999,historical,unknown,DEFAULT
77861,blue gauze,13.99,6.99,DISPOSABLE,OTHER_DISPOSABLES,,1878,Endoscopic Sinus Surgery Ethmoidectomy Sphenoidectomy,16662.89,4101.969999999999,historical,unknown,DEFAULT
77862,anti-mist,13.99,10.99,DISPOSABLE,OTHER_DISPOSABLES,,1878,Endoscopic Sinus Surgery Ethmoidectomy Sphenoidectomy,16662.89,4101.969999999999,historical,unknown,DEFAULT
78514,fusion navigation tray,142.21,140.21,INSTRUMENT,missing,,1878,Endoscopic Sinus Surgery Ethmoidectomy Sphenoidectomy,16662.89,4101.969999999999,historical,unknown,DEFAULT
78154,blue quick change camera drape,84.37,78.37,DISPOSABLE,OTHER_DISPOSABLES,,1878,Endoscopic Sinus Surgery Ethmoidectomy Sphenoidectomy,16662.89,4101.969999999999,historical,unknown,DEFAULT
77864,ent dltb stack system,447.07,447.07,OTHER,DEVICE,,1878,Endoscopic Sinus Surgery Ethmoidectomy Sphenoidectomy,16662.89,4101.969999999999,historical,unknown,DEFAULT
78521,ent patient tracker,11.99,10.99,DISPOSABLE,OTHER_DISPOSABLES,,1878,Endoscopic Sinus Surgery Ethmoidectomy Sphenoidectomy,16662.89,4101.969999999999,historical,Archana Jaiswal,ADDED
77963,suction device,445.07,445.07,OTHER,DEVICE,,1878,Endoscopic Sinus Surgery Ethmoidectomy Sphenoidectomy,16662.89,4101.969999999999,historical,unknown,DEFAULT
78518,black endoscrub pedal,449.07,447.07,OTHER,DEVICE,,1878,Endoscopic Sinus Surgery Ethmoidectomy Sphenoidectomy,16662.89,4101.969999999999,historical,unknown,DEFAULT
77855,suction tubing,8.99,8.99,DISPOSABLE,OTHER_DISPOSABLES,,1878,Endoscopic Sinus Surgery Ethmoidectomy Sphenoidectomy,16662.89,4101.969999999999,historical,unknown,DEFAULT
77871,electric drill console,436.92,429.92,OTHER,DEVICE,,1878,Endoscopic Sinus Surgery Ethmoidectomy Sphenoidectomy,16662.89,4101.969999999999,historical,unknown,DEFAULT
78516,medtronic tricut blade 11cmx4mm,11.99,11.99,DISPOSABLE,OTHER_DISPOSABLES,,1878,Endoscopic Sinus Surgery Ethmoidectomy Sphenoidectomy,16662.89,4101.969999999999,historical,unknown,DEFAULT
77853,medium long patties,20.31,18.31,DISPOSABLE,OTHER_DISPOSABLES,,1878,Endoscopic Sinus Surgery Ethmoidectomy Sphenoidectomy,16662.89,4101.969999999999,historical,unknown,DEFAULT
77817,fraiser sucker 9,82.37,79.37,DISPOSABLE,OTHER_DISPOSABLES,,1878,Endoscopic Sinus Surgery Ethmoidectomy Sphenoidectomy,16662.89,4101.969999999999,historical,unknown,DEFAULT
78231,4k stack,449.07,449.07,OTHER,DEVICE,,1878,Endoscopic Sinus Surgery Ethmoidectomy Sphenoidectomy,16662.89,4101.969999999999,historical,unknown,DEFAULT
77961,bag normal saline 1l,14.25,6.25,DISPOSABLE,LIQUIDS_MEDICINES,,1878,Endoscopic Sinus Surgery Ethmoidectomy Sphenoidectomy,16662.89,4101.969999999999,historical,unknown,DEFAULT
77831,diathermy machine,446.07,446.07,OTHER,DEVICE,,1878,Endoscopic Sinus Surgery Ethmoidectomy Sphenoidectomy,16662.89,4101.969999999999,historical,unknown,DEFAULT
78160,nasopore,77.37,77.37,DISPOSABLE,OTHER_DISPOSABLES,,1878,Endoscopic Sinus Surgery Ethmoidectomy Sphenoidectomy,16662.89,4101.969999999999,historical,unknown,DEFAULT
78522,instrument tracker,11.99,7.99,DISPOSABLE,OTHER_DISPOSABLES,,1878,Endoscopic Sinus Surgery Ethmoidectomy Sphenoidectomy,16662.89,4101.969999999999,historical,unknown,DEFAULT
78149,advanced sinus tray,138.21,138.21,INSTRUMENT,missing,,1878,Endoscopic Sinus Surgery Ethmoidectomy Sphenoidectomy,16662.89,4101.969999999999,historical,unknown,DEFAULT
78152,sinus telescopes 4mm tray,141.21,141.21,INSTRUMENT,missing,,1878,Endoscopic Sinus Surgery Ethmoidectomy Sphenoidectomy,16662.89,4101.969999999999,historical,unknown,DEFAULT
77943,receivers and gallipots,10.99,7.99,DISPOSABLE,OTHER_DISPOSABLES,,1892,Septoplasty,1629.19,1590.1899999999998,historical,unknown,DEFAULT
77852,4x4 pack,13.99,11.99,DISPOSABLE,OTHER_DISPOSABLES,,1892,Septoplasty,1629.19,1590.1899999999998,historical,unknown,DEFAULT
78127,blue nasal splints,9.99,9.99,DISPOSABLE,OTHER_DISPOSABLES,,1892,Septoplasty,1629.19,1590.1899999999998,historical,unknown,DEFAULT
77861,blue gauze,13.99,6.99,DISPOSABLE,OTHER_DISPOSABLES,,1892,Septoplasty,1629.19,1590.1899999999998,historical,unknown,DEFAULT
78109,lignospan cartridges,16.03,12.03,DISPOSABLE,LIQUIDS_MEDICINES,,1892,Septoplasty,1629.19,1590.1899999999998,historical,unknown,DEFAULT
78147,smr tray,59.73,58.73,INSTRUMENT,missing,,1892,Septoplasty,1629.19,1590.1899999999998,historical,unknown,DEFAULT
77815,small drapes,6.99,5.99,DISPOSABLE,DRAPING,,1892,Septoplasty,1629.19,1590.1899999999998,historical,unknown,DEFAULT
77963,suction device,445.07,445.07,OTHER,DEVICE,,1892,Septoplasty,1629.19,1590.1899999999998,historical,unknown,DEFAULT
78113,vicryl rapide 4-0,41.74,41.74,DISPOSABLE,SUTURES,,1892,Septoplasty,1629.19,1590.1899999999998,historical,unknown,DEFAULT
77817,9 fraiser sucker,18.31,18.31,DISPOSABLE,OTHER_DISPOSABLES,,1892,Septoplasty,1629.19,1590.1899999999998,historical,unknown,DEFAULT
77855,suction tubing,8.99,8.99,DISPOSABLE,OTHER_DISPOSABLES,,1892,Septoplasty,1629.19,1590.1899999999998,historical,unknown,DEFAULT
77953,headlights,447.07,447.07,OTHER,DEVICE,,1892,Septoplasty,1629.19,1590.1899999999998,historical,unknown,DEFAULT
77850,dental needle,14.99,11.99,DISPOSABLE,OTHER_DISPOSABLES,,1892,Septoplasty,1629.19,1590.1899999999998,historical,unknown,DEFAULT
78067,trolley cover,44.27,38.27,DISPOSABLE,DRAPING,,1892,Septoplasty,1629.19,1590.1899999999998,historical,unknown,DEFAULT
77814,large drapes,2.99,1.99,DISPOSABLE,DRAPING,,1892,Septoplasty,1629.19,1590.1899999999998,historical,unknown,DEFAULT
77831,diathermy machine,446.07,446.07,OTHER,DEVICE,,1892,Septoplasty,1629.19,1590.1899999999998,historical,unknown,DEFAULT
77821,15 blade,11.99,7.99,DISPOSABLE,OTHER_DISPOSABLES,,1892,Septoplasty,1629.19,1590.1899999999998,historical,unknown,DEFAULT
77849,dental syringe,15.99,8.99,DISPOSABLE,OTHER_DISPOSABLES,,1892,Septoplasty,1629.19,1590.1899999999998,historical,unknown,DEFAULT
78453,icp cable,19.97,15.97,DISPOSABLE,OTHER_DISPOSABLES,,1905,ICP,1907.54,1885.5400000000002,historical,unknown,DEFAULT
78451,raumedic tunnelling kit,18.97,18.97,DISPOSABLE,OTHER_DISPOSABLES,,1905,ICP,1907.54,1885.5400000000002,historical,unknown,DEFAULT
77904,opsite flexigrid dressing,35.08,35.08,DISPOSABLE,WOUNDCARE,,1905,ICP,1907.54,1885.5400000000002,historical,unknown,DEFAULT
78444,mr8 drill console,431.18,431.18,OTHER,DEVICE,,1905,ICP,1907.54,1885.5400000000002,historical,unknown,DEFAULT
77820,blade 10,10.99,10.99,DISPOSABLE,OTHER_DISPOSABLES,,1905,ICP,1907.54,1885.5400000000002,historical,unknown,DEFAULT
78052,silk ties 2-0,59.32,59.32,DISPOSABLE,SUTURES,,1905,ICP,1907.54,1885.5400000000002,historical,unknown,DEFAULT
77963,suction device,445.07,445.07,OTHER,DEVICE,,1905,ICP,1907.54,1885.5400000000002,historical,unknown,DEFAULT
77949,silk suture 2-0,59.38,54.38,DISPOSABLE,SUTURES,,1905,ICP,1907.54,1885.5400000000002,historical,unknown,DEFAULT
77991,mr8 electric drill,38.7,33.7,INSTRUMENT,missing,,1905,ICP,1907.54,1885.5400000000002,historical,unknown,DEFAULT
81007,green holey drape,11.15,11.15,DISPOSABLE,DRAPING,,1905,ICP,1907.54,1885.5400000000002,historical,unknown,DEFAULT
78003,small absorbent drapes,6.56,1.56,DISPOSABLE,DRAPING,,1905,ICP,1907.54,1885.5400000000002,historical,unknown,DEFAULT
78450,raumedic bolt kit,16.97,16.97,DISPOSABLE,OTHER_DISPOSABLES,,1905,ICP,1907.54,1885.5400000000002,historical,unknown,DEFAULT
78002,craniotomy drape,1.56,1.56,DISPOSABLE,DRAPING,,1905,ICP,1907.54,1885.5400000000002,historical,unknown,DEFAULT
78448,microsensor tray,256.88,256.88,INSTRUMENT,missing,,1905,ICP,1907.54,1885.5400000000002,historical,unknown,DEFAULT
77831,diathermy machine,446.07,446.07,OTHER,DEVICE,,1905,ICP,1907.54,1885.5400000000002,historical,unknown,DEFAULT
77821,blade 15,14.99,11.99,DISPOSABLE,OTHER_DISPOSABLES,,1905,ICP,1907.54,1885.5400000000002,historical,unknown,DEFAULT
77811,neuro set up,34.7,34.7,INSTRUMENT,missing,,1905,ICP,1907.54,1885.5400000000002,historical,unknown,DEFAULT
77943,receivers and gallipots,10.99,7.99,DISPOSABLE,OTHER_DISPOSABLES,,5117,Endoscopic Stapling of Pharyngeal Pouch,1812.7,1777.7,historical,unknown,DEFAULT
78437,new laryngoscope tray,52.39,52.39,INSTRUMENT,missing,,5117,Endoscopic Stapling of Pharyngeal Pouch,1812.7,1777.7,historical,unknown,DEFAULT
78321,wool pad,11.99,8.99,DISPOSABLE,OTHER_DISPOSABLES,,5117,Endoscopic Stapling of Pharyngeal Pouch,1812.7,1777.7,historical,unknown,DEFAULT
77852,pack 4x4,13.99,7.99,DISPOSABLE,OTHER_DISPOSABLES,,5117,Endoscopic Stapling of Pharyngeal Pouch,1812.7,1777.7,historical,unknown,DEFAULT
78511,mr rothera’s 0 degree long hopkins rod,146.21,146.21,INSTRUMENT,missing,,5117,Endoscopic Stapling of Pharyngeal Pouch,1812.7,1777.7,historical,unknown,DEFAULT
77862,anti-mist,13.99,10.99,DISPOSABLE,OTHER_DISPOSABLES,,5117,Endoscopic Stapling of Pharyngeal Pouch,1812.7,1777.7,historical,unknown,DEFAULT
78432,light source,449.07,448.07,OTHER,DEVICE,,5117,Endoscopic Stapling of Pharyngeal Pouch,1812.7,1777.7,historical,unknown,DEFAULT
78416,yankauer sucker,11.99,7.99,DISPOSABLE,OTHER_DISPOSABLES,,5117,Endoscopic Stapling of Pharyngeal Pouch,1812.7,1777.7,historical,unknown,DEFAULT
77831,diathermy machine,446.07,446.07,OTHER,DEVICE,,5117,Endoscopic Stapling of Pharyngeal Pouch,1812.7,1777.7,historical,unknown,DEFAULT
78510,weerda laryngoscope,142.21,138.21,INSTRUMENT,missing,,5117,Endoscopic Stapling of Pharyngeal Pouch,1812.7,1777.7,historical,unknown,DEFAULT
78512,ats 45 ethicon endopath ets flexible 45 plus reloa,37.5,34.5,DISPOSABLE,STAPLERS,,5117,Endoscopic Stapling of Pharyngeal Pouch,1812.7,1777.7,historical,unknown,DEFAULT
77963,suction device,445.07,445.07,OTHER,DEVICE,,5117,Endoscopic Stapling of Pharyngeal Pouch,1812.7,1777.7,historical,unknown,DEFAULT
77855,suction tubing,8.99,8.99,DISPOSABLE,OTHER_DISPOSABLES,,5117,Endoscopic Stapling of Pharyngeal Pouch,1812.7,1777.7,historical,unknown,DEFAULT
77947,aquagel,13.25,5.25,DISPOSABLE,LIQUIDS_MEDICINES,,5117,Endoscopic Stapling of Pharyngeal Pouch,1812.7,1777.7,historical,unknown,DEFAULT
78439,laryngeal sucker 35cm,8.99,8.99,DISPOSABLE,OTHER_DISPOSABLES,,5117,Endoscopic Stapling of Pharyngeal Pouch,1812.7,1777.7,historical,unknown,DEFAULT
77830,microscope,434.18,430.18,OTHER,DEVICE,,5128,Grommets or T-tube Insertion,2346.38,1160.0600000000002,historical,unknown,DEFAULT
78280,large cotton wool balls,13.99,9.99,DISPOSABLE,OTHER_DISPOSABLES,,5128,Grommets or T-tube Insertion,2346.38,1160.0600000000002,historical,unknown,DEFAULT
78459,gentisone drops,20.35,20.35,DISPOSABLE,LIQUIDS_MEDICINES,,5128,Grommets or T-tube Insertion,2346.38,1160.0600000000002,historical,unknown,DEFAULT
78455,myringotomy tray,91.44,88.44,INSTRUMENT,missing,,5128,Grommets or T-tube Insertion,2346.38,1160.0600000000002,historical,unknown,DEFAULT
78460,syringe 2ml,10.99,7.99,DISPOSABLE,OTHER_DISPOSABLES,,5128,Grommets or T-tube Insertion,2346.38,1160.0600000000002,historical,Corina Ichim,ADDED
78458,grommets,121.46,121.46,IMPLANT,missing,,5128,Grommets or T-tube Insertion,2346.38,1160.0600000000002,historical,unknown,DEFAULT
78456,myringotomy pack,30.33,30.33,DISPOSABLE,DRAPING,,5128,Grommets or T-tube Insertion,2346.38,1160.0600000000002,historical,unknown,DEFAULT
77854,"adrenaline 1:10,000",6.25,6.25,DISPOSABLE,LIQUIDS_MEDICINES,,5128,Grommets or T-tube Insertion,2346.38,1160.0600000000002,historical,unknown,DEFAULT
77963,suction device,445.07,445.07,OTHER,DEVICE,,5128,Grommets or T-tube Insertion,2346.38,1160.0600000000002,historical,unknown,DEFAULT
77904,opsite flexigrid dressing,35.08,35.08,DISPOSABLE,WOUNDCARE,,9026,Anterior cervical discectomy and fusion (ACDF),2111.87,2025.87,historical,unknown,DEFAULT
77899,pledgets/lamis,11.99,6.99,DISPOSABLE,OTHER_DISPOSABLES,,9026,Anterior cervical discectomy and fusion (ACDF),2111.87,2025.87,historical,unknown,DEFAULT
77820,blade 10,10.99,10.99,DISPOSABLE,OTHER_DISPOSABLES,,9026,Anterior cervical discectomy and fusion (ACDF),2111.87,2025.87,historical,unknown,DEFAULT
77815,small drapes,6.99,5.99,DISPOSABLE,DRAPING,,9026,Anterior cervical discectomy and fusion (ACDF),2111.87,2025.87,historical,unknown,DEFAULT
77900,small surgicel 50x70mm,8.24,8.24,DISPOSABLE,LIQUIDS_MEDICINES,,9026,Anterior cervical discectomy and fusion (ACDF),2111.87,2025.87,historical,unknown,DEFAULT
77898,small square patties,23.31,23.31,DISPOSABLE,OTHER_DISPOSABLES,,9026,Anterior cervical discectomy and fusion (ACDF),2111.87,2025.87,historical,unknown,DEFAULT
77887,clowards extras tray,34.7,34.7,INSTRUMENT,missing,,9026,Anterior cervical discectomy and fusion (ACDF),2111.87,2025.87,historical,unknown,DEFAULT
77886,trimline retractor right,43.7,35.7,INSTRUMENT,missing,,9026,Anterior cervical discectomy and fusion (ACDF),2111.87,2025.87,historical,unknown,DEFAULT
77991,mr8 electric drill,38.7,33.7,INSTRUMENT,missing,,9026,Anterior cervical discectomy and fusion (ACDF),2111.87,2025.87,historical,unknown,DEFAULT
77813,spinal pack,8.56,1.56,DISPOSABLE,DRAPING,,9026,Anterior cervical discectomy and fusion (ACDF),2111.87,2025.87,historical,unknown,DEFAULT
